p,rho,num.samples,alt.hyp,Method,Type,Prob
0.8,0,1000,4,Bonf,FDR,0
0.8,0,1000,4,None,FNR,0.01346389228886169
0.8,0,1000,4,None,FDR,0.007389162561576354
0.8,0.2,1000,4,BH,FDR,0.032490974729241874
0.8,0.2,1000,4,BH,FNR,0
0.8,0.2,1000,4,Lfdr,FDR,0.08636363636363636
0.8,0.2,1000,4,Lfdr,FNR,0
0.8,0.2,1000,4,adaptBH,FNR,0
0.8,0.2,1000,4,adaptBH,FDR,0.15368421052631578
0.8,0.2,1000,4,Bonf,FNR,0.18159203980099503
0.8,0.2,1000,4,Bonf,FDR,0
0.8,0.2,1000,4,None,FNR,0
0.8,0.2,1000,4,None,FDR,0.03827751196172249
0.8,0.4,1000,4,BH,FDR,0.0012674271229404308
0.8,0.4,1000,4,BH,FNR,0.0037926675094816687
0.8,0.4,1000,4,Lfdr,FDR,0.0423728813559322
0.8,0.4,1000,4,Lfdr,FNR,0
0.8,0.4,1000,4,adaptBH,FNR,0
0.8,0.4,1000,4,adaptBH,FDR,0.012484394506866416
0.8,0.4,1000,4,Bonf,FNR,0.6447534766118836
0.8,0.4,1000,4,Bonf,FDR,0
0.8,0.4,1000,4,None,FNR,0.0037926675094816687
0.8,0.4,1000,4,None,FDR,0.0012674271229404308
0.8,0.6000000000000001,1000,4,BH,FDR,0.002564102564102564
0.8,0.6000000000000001,1000,4,BH,FNR,0
0.8,0.6000000000000001,1000,4,Lfdr,FDR,0.05696969696969697
0.8,0.6000000000000001,1000,4,Lfdr,FNR,0
0.8,0.6000000000000001,1000,4,adaptBH,FNR,0
0.8,0.6000000000000001,1000,4,adaptBH,FDR,0.04305043050430504
0.8,0.6000000000000001,1000,4,Bonf,FNR,0.28406169665809766
0.8,0.6000000000000001,1000,4,Bonf,FDR,0
0.8,0.6000000000000001,1000,4,None,FNR,0
0.8,0.6000000000000001,1000,4,None,FDR,0.0038412291933418692
0.8,0.8,1000,4,BH,FDR,0
0.8,0.8,1000,4,BH,FNR,0
0.8,0.8,1000,4,Lfdr,FDR,0.04863582443653618
0.8,0.8,1000,4,Lfdr,FNR,0
0.8,0.8,1000,4,adaptBH,FNR,0
0.8,0.8,1000,4,adaptBH,FDR,0
0.8,0.8,1000,4,Bonf,FNR,0.5985037406483791
0.8,0.8,1000,4,Bonf,FDR,0
0.8,0.8,1000,4,None,FNR,0
0.8,0.8,1000,4,None,FDR,0
0.8,0,1000,4,BH,FDR,0.008610086100861008
0.8,0,1000,4,BH,FNR,0.015873015873015872
0.8,0,1000,4,Lfdr,FDR,0.047785547785547784
0.8,0,1000,4,Lfdr,FNR,0.002442002442002442
0.8,0,1000,4,adaptBH,FNR,0.002442002442002442
0.8,0,1000,4,adaptBH,FDR,0.05330243337195829
0.8,0,1000,4,Bonf,FNR,0.47985347985347987
0.8,0,1000,4,Bonf,FDR,0
0.8,0,1000,4,None,FNR,0.014652014652014652
0.8,0,1000,4,None,FDR,0.011029411764705883
0.8,0.2,1000,4,BH,FDR,0.025766871165644172
0.8,0.2,1000,4,BH,FNR,0
0.8,0.2,1000,4,Lfdr,FDR,0.07995365005793743
0.8,0.2,1000,4,Lfdr,FNR,0
0.8,0.2,1000,4,adaptBH,FNR,0
0.8,0.2,1000,4,adaptBH,FDR,0.14989293361884368
0.8,0.2,1000,4,Bonf,FNR,0.17380352644836272
0.8,0.2,1000,4,Bonf,FDR,0
0.8,0.2,1000,4,None,FNR,0
0.8,0.2,1000,4,None,FDR,0.029339853300733496
0.8,0.4,1000,4,BH,FDR,0.0012738853503184713
0.8,0.4,1000,4,BH,FNR,0.01507537688442211
0.8,0.4,1000,4,Lfdr,FDR,0.030450669914738125
0.8,0.4,1000,4,Lfdr,FNR,0
0.8,0.4,1000,4,adaptBH,FNR,0.005025125628140704
0.8,0.4,1000,4,adaptBH,FDR,0.005025125628140704
0.8,0.4,1000,4,Bonf,FNR,0.7035175879396985
0.8,0.4,1000,4,Bonf,FDR,0
0.8,0.4,1000,4,None,FNR,0.010050251256281407
0.8,0.4,1000,4,None,FDR,0.0012674271229404308
0.8,0.6000000000000001,1000,4,BH,FDR,0.057074910820451845
0.8,0.6000000000000001,1000,4,BH,FNR,0
0.8,0.6000000000000001,1000,4,Lfdr,FDR,0.11396648044692738
0.8,0.6000000000000001,1000,4,Lfdr,FNR,0
0.8,0.6000000000000001,1000,4,adaptBH,FNR,0
0.8,0.6000000000000001,1000,4,adaptBH,FDR,0.207
0.8,0.6000000000000001,1000,4,Bonf,FNR,0.007566204287515763
0.8,0.6000000000000001,1000,4,Bonf,FDR,0
0.8,0.6000000000000001,1000,4,None,FNR,0
0.8,0.6000000000000001,1000,4,None,FDR,0.06375442739079103
0.8,0.8,1000,4,BH,FDR,0
0.8,0.8,1000,4,BH,FNR,0.0025031289111389237
0.8,0.8,1000,4,Lfdr,FDR,0.03033980582524272
0.8,0.8,1000,4,Lfdr,FNR,0
0.8,0.8,1000,4,adaptBH,FNR,0
0.8,0.8,1000,4,adaptBH,FDR,0
0.8,0.8,1000,4,Bonf,FNR,0.9699624530663329
0.8,0.8,1000,4,Bonf,FDR,0
0.8,0.8,1000,4,None,FNR,0
0.8,0.8,1000,4,None,FDR,0
0.8,0,1500,4,BH,FDR,0.01201716738197425
0.8,0,1500,4,BH,FNR,0.007758620689655172
0.8,0,1500,4,Lfdr,FDR,0.057676685621445976
0.8,0,1500,4,Lfdr,FNR,0
0.8,0,1500,4,adaptBH,FNR,0
0.8,0,1500,4,adaptBH,FDR,0.05460472697636512
0.8,0,1500,4,Bonf,FNR,0.4698275862068966
0.8,0,1500,4,Bonf,FDR,0
0.8,0,1500,4,None,FNR,0.0034482758620689655
0.8,0,1500,4,None,FDR,0.014492753623188406
0.8,0.2,1500,4,BH,FDR,8.710801393728223e-4
0.8,0.2,1500,4,BH,FNR,0.036943744752308987
0.8,0.2,1500,4,Lfdr,FDR,0.014107883817427386
0.8,0.2,1500,4,Lfdr,FNR,0.0025188916876574307
0.8,0.2,1500,4,adaptBH,FNR,0.006717044500419815
0.8,0.2,1500,4,adaptBH,FDR,0.002529510961214165
0.8,0.2,1500,4,Bonf,FNR,0.746431570109152
0.8,0.2,1500,4,Bonf,FDR,0
0.8,0.2,1500,4,None,FNR,0.02434928631402183
0.8,0.2,1500,4,None,FDR,8.598452278589854e-4
0.8,0.4,1500,4,BH,FDR,0.005115089514066497
0.8,0.4,1500,4,BH,FNR,8.561643835616438e-4
0.8,0.4,1500,4,Lfdr,FDR,0.06109324758842444
0.8,0.4,1500,4,Lfdr,FNR,0
0.8,0.4,1500,4,adaptBH,FNR,0
0.8,0.4,1500,4,adaptBH,FDR,0.07154213036565978
0.8,0.4,1500,4,Bonf,FNR,0.3732876712328767
0.8,0.4,1500,4,Bonf,FDR,0
0.8,0.4,1500,4,None,FNR,8.561643835616438e-4
0.8,0.4,1500,4,None,FDR,0.010178117048346057
0.8,0.6000000000000001,1500,4,BH,FDR,0
0.8,0.6000000000000001,1500,4,BH,FNR,0.004152823920265781
0.8,0.6000000000000001,1500,4,Lfdr,FDR,0.036028823058446756
0.8,0.6000000000000001,1500,4,Lfdr,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FNR,8.305647840531562e-4
0.8,0.6000000000000001,1500,4,adaptBH,FDR,8.305647840531562e-4
0.8,0.6000000000000001,1500,4,Bonf,FNR,0.8480066445182725
0.8,0.6000000000000001,1500,4,Bonf,FDR,0
0.8,0.6000000000000001,1500,4,None,FNR,0.0033222591362126247
0.8,0.6000000000000001,1500,4,None,FDR,0
0.8,0.8,1500,4,BH,FDR,0
0.8,0.8,1500,4,BH,FNR,0
0.8,0.8,1500,4,Lfdr,FDR,0.05325914149443561
0.8,0.8,1500,4,Lfdr,FNR,0
0.8,0.8,1500,4,adaptBH,FNR,0
0.8,0.8,1500,4,adaptBH,FDR,0.08030888030888031
0.8,0.8,1500,4,Bonf,FNR,0.2367758186397985
0.8,0.8,1500,4,Bonf,FDR,0
0.8,0.8,1500,4,None,FNR,0
0.8,0.8,1500,4,None,FDR,0
0.8,0,1500,4,BH,FDR,0.009159034138218152
0.8,0,1500,4,BH,FNR,0.010806317539484621
0.8,0,1500,4,Lfdr,FDR,0.051261829652996846
0.8,0,1500,4,Lfdr,FNR,0
0.8,0,1500,4,adaptBH,FNR,0
0.8,0,1500,4,adaptBH,FDR,0.051261829652996846
0.8,0,1500,4,Bonf,FNR,0.4970906068162926
0.8,0,1500,4,Bonf,FDR,0
0.8,0,1500,4,None,FNR,0.004987531172069825
0.8,0,1500,4,None,FDR,0.010743801652892562
0.8,0.2,1500,4,BH,FDR,0
0.8,0.2,1500,4,BH,FNR,0.08340283569641367
0.8,0.2,1500,4,Lfdr,FDR,0
0.8,0.2,1500,4,Lfdr,FNR,0.0475396163469558
0.8,0.2,1500,4,adaptBH,FNR,0.03502919099249374
0.8,0.2,1500,4,adaptBH,FDR,0
0.8,0.2,1500,4,Bonf,FNR,0.878231859883236
0.8,0.2,1500,4,Bonf,FDR,0
0.8,0.2,1500,4,None,FNR,0.0658882402001668
0.8,0.2,1500,4,None,FDR,0
0.8,0.4,1500,4,BH,FDR,0
0.8,0.4,1500,4,BH,FNR,0.01929530201342282
0.8,0.4,1500,4,Lfdr,FDR,0.019736842105263157
0.8,0.4,1500,4,Lfdr,FNR,0
0.8,0.4,1500,4,adaptBH,FNR,0.0041946308724832215
0.8,0.4,1500,4,adaptBH,FDR,0
0.8,0.4,1500,4,Bonf,FNR,0.8078859060402684
0.8,0.4,1500,4,Bonf,FDR,0
0.8,0.4,1500,4,None,FNR,0.010906040268456376
0.8,0.4,1500,4,None,FDR,0
0.8,0.6000000000000001,1500,4,BH,FDR,0.006488240064882401
0.8,0.6000000000000001,1500,4,BH,FNR,8.156606851549756e-4
0.8,0.6000000000000001,1500,4,Lfdr,FDR,0.06053639846743295
0.8,0.6000000000000001,1500,4,Lfdr,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FDR,0.15096952908587258
0.8,0.6000000000000001,1500,4,Bonf,FNR,0.2267536704730832
0.8,0.6000000000000001,1500,4,Bonf,FDR,0
0.8,0.6000000000000001,1500,4,None,FNR,8.156606851549756e-4
0.8,0.6000000000000001,1500,4,None,FDR,0.007293354943273906
0.8,0.8,1500,4,BH,FDR,0
0.8,0.8,1500,4,BH,FNR,0
0.8,0.8,1500,4,Lfdr,FDR,0.05271439811172305
0.8,0.8,1500,4,Lfdr,FNR,0
0.8,0.8,1500,4,adaptBH,FNR,0
0.8,0.8,1500,4,adaptBH,FDR,0.16678200692041523
0.8,0.8,1500,4,Bonf,FNR,0.20431893687707642
0.8,0.8,1500,4,Bonf,FDR,0
0.8,0.8,1500,4,None,FNR,0
0.8,0.8,1500,4,None,FDR,0
0.8,0,1500,4,BH,FDR,0.015
0.8,0,1500,4,BH,FNR,0.010878661087866108
0.8,0,1500,4,Lfdr,FDR,0.05687203791469194
0.8,0,1500,4,Lfdr,FNR,8.368200836820083e-4
0.8,0,1500,4,adaptBH,FNR,8.368200836820083e-4
0.8,0,1500,4,adaptBH,FDR,0.051628276409849086
0.8,0,1500,4,Bonf,FNR,0.4903765690376569
0.8,0,1500,4,Bonf,FDR,0
0.8,0,1500,4,None,FNR,0.007531380753138075
0.8,0,1500,4,None,FDR,0.015767634854771784
0.8,0.2,1500,4,BH,FDR,0.001694915254237288
0.8,0.2,1500,4,BH,FNR,0.020781379883624274
0.8,0.2,1500,4,Lfdr,FDR,0.026720647773279354
0.8,0.2,1500,4,Lfdr,FNR,8.312551953449709e-4
0.8,0.2,1500,4,adaptBH,FNR,8.312551953449709e-4
0.8,0.2,1500,4,adaptBH,FDR,0.015561015561015561
0.8,0.2,1500,4,Bonf,FNR,0.743142144638404
0.8,0.2,1500,4,Bonf,FDR,0
0.8,0.2,1500,4,None,FNR,0.014131338320864505
0.8,0.2,1500,4,None,FDR,0.0016835016835016834
0.8,0.4,1500,4,BH,FDR,8.445945945945946e-4
0.8,0.4,1500,4,BH,FNR,0.0016877637130801688
0.8,0.4,1500,4,Lfdr,FDR,0.052
0.8,0.4,1500,4,Lfdr,FNR,0
0.8,0.4,1500,4,adaptBH,FNR,0
0.8,0.4,1500,4,adaptBH,FDR,0.033442088091353996
0.8,0.4,1500,4,Bonf,FNR,0.4860759493670886
0.8,0.4,1500,4,Bonf,FDR,0
0.8,0.4,1500,4,None,FNR,8.438818565400844e-4
0.8,0.4,1500,4,None,FDR,0.0016863406408094434
0.8,0.6000000000000001,1500,4,BH,FDR,8.438818565400844e-4
0.8,0.6000000000000001,1500,4,BH,FNR,0.0016863406408094434
0.8,0.6000000000000001,1500,4,Lfdr,FDR,0.048154093097913325
0.8,0.6000000000000001,1500,4,Lfdr,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FDR,0.006700167504187605
0.8,0.6000000000000001,1500,4,Bonf,FNR,0.6003372681281619
0.8,0.6000000000000001,1500,4,Bonf,FDR,0
0.8,0.6000000000000001,1500,4,None,FNR,8.431703204047217e-4
0.8,0.6000000000000001,1500,4,None,FDR,8.431703204047217e-4
0.8,0.8,1500,4,BH,FDR,0.09097801364670205
0.8,0.8,1500,4,BH,FNR,0
0.8,0.8,1500,4,Lfdr,FDR,0.1398852223816356
0.8,0.8,1500,4,Lfdr,FNR,0
0.8,0.8,1500,4,adaptBH,FNR,0
0.8,0.8,1500,4,adaptBH,FDR,0.20066666666666666
0.8,0.8,1500,4,Bonf,FNR,0
0.8,0.8,1500,4,Bonf,FDR,0
0.8,0.8,1500,4,None,FNR,0
0.8,0.8,1500,4,None,FDR,0.10187265917602996
0.8,0,1500,4,BH,FDR,0.010734929810074319
0.8,0,1500,4,BH,FNR,0.010734929810074319
0.8,0,1500,4,Lfdr,FDR,0.05168363351605325
0.8,0,1500,4,Lfdr,FNR,0
0.8,0,1500,4,adaptBH,FNR,0
0.8,0,1500,4,adaptBH,FDR,0.05242566510172144
0.8,0,1500,4,Bonf,FNR,0.4929810074318745
0.8,0,1500,4,Bonf,FDR,0
0.8,0,1500,4,None,FNR,0.009083402146985962
0.8,0,1500,4,None,FDR,0.012345679012345678
0.8,0.2,1500,4,BH,FDR,0.002512562814070352
0.8,0.2,1500,4,BH,FNR,0.01079734219269103
0.8,0.2,1500,4,Lfdr,FDR,0.041401273885350316
0.8,0.2,1500,4,Lfdr,FNR,0
0.8,0.2,1500,4,adaptBH,FNR,0
0.8,0.2,1500,4,adaptBH,FDR,0.021933387489845652
0.8,0.2,1500,4,Bonf,FNR,0.5789036544850499
0.8,0.2,1500,4,Bonf,FDR,0
0.8,0.2,1500,4,None,FNR,0.005813953488372093
0.8,0.2,1500,4,None,FDR,0.004159733777038269
0.8,0.4,1500,4,BH,FDR,0.0024916943521594683
0.8,0.4,1500,4,BH,FNR,8.319467554076539e-4
0.8,0.4,1500,4,Lfdr,FDR,0.05130228887134965
0.8,0.4,1500,4,Lfdr,FNR,0
0.8,0.4,1500,4,adaptBH,FNR,0
0.8,0.4,1500,4,adaptBH,FDR,0.02986279257465698
0.8,0.4,1500,4,Bonf,FNR,0.5058236272878536
0.8,0.4,1500,4,Bonf,FDR,0
0.8,0.4,1500,4,None,FNR,0
0.8,0.4,1500,4,None,FDR,0.004142502071251036
0.8,0.6000000000000001,1500,4,BH,FDR,0.0056634304207119745
0.8,0.6000000000000001,1500,4,BH,FNR,0
0.8,0.6000000000000001,1500,4,Lfdr,FDR,0.06326219512195122
0.8,0.6000000000000001,1500,4,Lfdr,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FDR,0.1673441734417344
0.8,0.6000000000000001,1500,4,Bonf,FNR,0.18063466232709519
0.8,0.6000000000000001,1500,4,Bonf,FDR,0
0.8,0.6000000000000001,1500,4,None,FNR,0
0.8,0.6000000000000001,1500,4,None,FDR,0.007269789983844911
0.8,0.8,1500,4,BH,FDR,0
0.8,0.8,1500,4,BH,FNR,0
0.8,0.8,1500,4,Lfdr,FDR,0.036202735317779566
0.8,0.8,1500,4,Lfdr,FNR,0
0.8,0.8,1500,4,adaptBH,FNR,0
0.8,0.8,1500,4,adaptBH,FDR,0
0.8,0.8,1500,4,Bonf,FNR,0.9841402337228714
0.8,0.8,1500,4,Bonf,FDR,0
0.8,0.8,1500,4,None,FNR,0
0.8,0.8,1500,4,None,FDR,0
0.8,0,1500,4,BH,FDR,0.008994276369582993
0.8,0,1500,4,BH,FNR,0.012224938875305624
0.8,0,1500,4,Lfdr,FDR,0.04883720930232558
0.8,0,1500,4,Lfdr,FNR,0
0.8,0,1500,4,adaptBH,FNR,0
0.8,0,1500,4,adaptBH,FDR,0.06692015209125475
0.8,0,1500,4,Bonf,FNR,0.4873675631621842
0.8,0,1500,4,Bonf,FDR,0
0.8,0,1500,4,None,FNR,0.010594947025264874
0.8,0,1500,4,None,FDR,0.012205044751830757
0.8,0.2,1500,4,BH,FDR,0.008116883116883116
0.8,0.2,1500,4,BH,FNR,0.0032626427406199023
0.8,0.2,1500,4,Lfdr,FDR,0.05546995377503852
0.8,0.2,1500,4,Lfdr,FNR,0
0.8,0.2,1500,4,adaptBH,FNR,0
0.8,0.2,1500,4,adaptBH,FDR,0.06909643128321943
0.8,0.2,1500,4,Bonf,FNR,0.40456769983686786
0.8,0.2,1500,4,Bonf,FDR,0
0.8,0.2,1500,4,None,FNR,0.0016313213703099511
0.8,0.2,1500,4,None,FDR,0.008906882591093117
0.8,0.4,1500,4,BH,FDR,8.532423208191126e-4
0.8,0.4,1500,4,BH,FNR,0.024166666666666666
0.8,0.4,1500,4,Lfdr,FDR,0.015586546349466776
0.8,0.4,1500,4,Lfdr,FNR,0
0.8,0.4,1500,4,adaptBH,FNR,0.0025
0.8,0.4,1500,4,adaptBH,FDR,0.006639004149377593
0.8,0.4,1500,4,Bonf,FNR,0.8333333333333334
0.8,0.4,1500,4,Bonf,FDR,0
0.8,0.4,1500,4,None,FNR,0.02
0.8,0.4,1500,4,None,FDR,8.496176720475786e-4
0.8,0.6000000000000001,1500,4,BH,FDR,0.03442879499217527
0.8,0.6000000000000001,1500,4,BH,FNR,0
0.8,0.6000000000000001,1500,4,Lfdr,FDR,0.08592592592592592
0.8,0.6000000000000001,1500,4,Lfdr,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FNR,0
0.8,0.6000000000000001,1500,4,adaptBH,FDR,0.17733333333333334
0.8,0.6000000000000001,1500,4,Bonf,FNR,0.07779578606158834
0.8,0.6000000000000001,1500,4,Bonf,FDR,0
0.8,0.6000000000000001,1500,4,None,FNR,0
0.8,0.6000000000000001,1500,4,None,FDR,0.0374414976599064
0.8,0.8,1500,4,BH,FDR,0
0.8,0.8,1500,4,BH,FNR,0.0016638935108153079
0.8,0.8,1500,4,Lfdr,FDR,0.03608660785886127
0.8,0.8,1500,4,Lfdr,FNR,0
0.8,0.8,1500,4,adaptBH,FNR,0
0.8,0.8,1500,4,adaptBH,FDR,0
0.8,0.8,1500,4,Bonf,FNR,0.9816971713810316
0.8,0.8,1500,4,Bonf,FDR,0
0.8,0.8,1500,4,None,FNR,8.319467554076539e-4
0.8,0.8,1500,4,None,FDR,0
0.8,0,2000,4,BH,FDR,0.010559006211180125
0.8,0,2000,4,BH,FNR,0.012399256044637322
0.8,0,2000,4,Lfdr,FDR,0.050647820965842166
0.8,0,2000,4,Lfdr,FNR,6.199628022318661e-4
0.8,0,2000,4,adaptBH,FNR,0.0012399256044637321
0.8,0,2000,4,adaptBH,FDR,0.045050385299347954
0.8,0,2000,4,Bonf,FNR,0.5164290142591444
0.8,0,2000,4,Bonf,FDR,0
0.8,0,2000,4,None,FNR,0.008059516429014259
0.8,0,2000,4,None,FDR,0.013563501849568433
0.8,0.2,2000,4,BH,FDR,0
0.8,0.2,2000,4,BH,FNR,0.03967761934283943
0.8,0.2,2000,4,Lfdr,FDR,0.0080545229244114
0.8,0.2,2000,4,Lfdr,FNR,0.007439553626782393
0.8,0.2,2000,4,adaptBH,FNR,0.008679479231246125
0.8,0.2,2000,4,adaptBH,FDR,0.006215040397762586
0.8,0.2,2000,4,Bonf,FNR,0.8071915685058897
0.8,0.2,2000,4,Bonf,FDR,0
0.8,0.2,2000,4,None,FNR,0.03161810291382517
0.8,0.2,2000,4,None,FDR,0
0.8,0.4,2000,4,BH,FDR,0
0.8,0.4,2000,4,BH,FNR,0.047648136835675016
0.8,0.4,2000,4,Lfdr,FDR,0.0012368583797155227
0.8,0.4,2000,4,Lfdr,FNR,0.013439218081857055
0.8,0.4,2000,4,adaptBH,FNR,0.005497861942577886
0.8,0.4,2000,4,adaptBH,FDR,0.0018393623543838135
0.8,0.4,2000,4,Bonf,FNR,0.902871105681124
0.8,0.4,2000,4,Bonf,FDR,0
0.8,0.4,2000,4,None,FNR,0.03665241295051924
0.8,0.4,2000,4,None,FDR,0
0.8,0.6000000000000001,2000,4,BH,FDR,0.016
0.8,0.6000000000000001,2000,4,BH,FNR,0
0.8,0.6000000000000001,2000,4,Lfdr,FDR,0.07572254335260116
0.8,0.6000000000000001,2000,4,Lfdr,FNR,0
0.8,0.6000000000000001,2000,4,adaptBH,FNR,0
0.8,0.6000000000000001,2000,4,adaptBH,FDR,0.2001000500250125
0.8,0.6000000000000001,2000,4,Bonf,FNR,0.17010631644777988
0.8,0.6000000000000001,2000,4,Bonf,FDR,0
0.8,0.6000000000000001,2000,4,None,FNR,0
0.8,0.6000000000000001,2000,4,None,FDR,0.020820575627679118
0.8,0.8,2000,4,BH,FDR,0
0.8,0.8,2000,4,BH,FNR,0
0.8,0.8,2000,4,Lfdr,FDR,0.05119047619047619
0.8,0.8,2000,4,Lfdr,FNR,0
0.8,0.8,2000,4,adaptBH,FNR,0
0.8,0.8,2000,4,adaptBH,FDR,0.023882424984690752
0.8,0.8,2000,4,Bonf,FNR,0.46863237139272274
0.8,0.8,2000,4,Bonf,FDR,0
0.8,0.8,2000,4,None,FNR,0
0.8,0.8,2000,4,None,FDR,0
0.8,0,2000,4,BH,FDR,0.012101910828025478
0.8,0,2000,4,BH,FNR,0.013986013986013986
0.8,0,2000,4,Lfdr,FDR,0.048426150121065374
0.8,0,2000,4,Lfdr,FNR,6.357279084551812e-4
0.8,0,2000,4,adaptBH,FNR,0.0019071837253655435
0.8,0,2000,4,adaptBH,FDR,0.04092852779474649
0.8,0,2000,4,Bonf,FNR,0.5301970756516211
0.8,0,2000,4,Bonf,FDR,0
0.8,0,2000,4,None,FNR,0.010171646535282899
0.8,0,2000,4,None,FDR,0.013307984790874524
0.8,0.2,2000,4,BH,FDR,6.402048655569782e-4
0.8,0.2,2000,4,BH,FNR,0.032238065716057036
0.8,0.2,2000,4,Lfdr,FDR,0.012262415695892091
0.8,0.2,2000,4,Lfdr,FNR,0.0012399256044637321
0.8,0.2,2000,4,adaptBH,FNR,0.0037197768133911966
0.8,0.2,2000,4,adaptBH,FDR,0.005569306930693069
0.8,0.2,2000,4,Bonf,FNR,0.7935523868567886
0.8,0.2,2000,4,Bonf,FDR,0
0.8,0.2,2000,4,None,FNR,0.02417854928704278
0.8,0.2,2000,4,None,FDR,0.0012690355329949238
0.8,0.4,2000,4,BH,FDR,0
0.8,0.4,2000,4,BH,FNR,0.019692307692307693
0.8,0.4,2000,4,Lfdr,FDR,0.020494273658830622
0.8,0.4,2000,4,Lfdr,FNR,0
0.8,0.4,2000,4,adaptBH,FNR,0.0036923076923076922
0.8,0.4,2000,4,adaptBH,FDR,0.0036923076923076922
0.8,0.4,2000,4,Bonf,FNR,0.8516923076923076
0.8,0.4,2000,4,Bonf,FDR,0
0.8,0.4,2000,4,None,FNR,0.016
0.8,0.4,2000,4,None,FDR,0
0.8,0.6000000000000001,2000,4,BH,FDR,0.012254901960784314
0.8,0.6000000000000001,2000,4,BH,FNR,0
0.8,0.6000000000000001,2000,4,Lfdr,FDR,0.07142857142857142
0.8,0.6000000000000001,2000,4,Lfdr,FNR,0
0.8,0.6000000000000001,2000,4,adaptBH,FNR,0
0.8,0.6000000000000001,2000,4,adaptBH,FDR,0.1903566047212456
0.8,0.6000000000000001,2000,4,Bonf,FNR,0.18548387096774194
0.8,0.6000000000000001,2000,4,Bonf,FDR,0
0.8,0.6000000000000001,2000,4,None,FNR,0
0.8,0.6000000000000001,2000,4,None,FDR,0.01707317073170732
0.8,0.8,2000,4,BH,FDR,0
0.8,0.8,2000,4,BH,FNR,0
0.8,0.8,2000,4,Lfdr,FDR,0.04770318021201413
0.8,0.8,2000,4,Lfdr,FNR,0
0.8,0.8,2000,4,adaptBH,FNR,0
0.8,0.8,2000,4,adaptBH,FDR,0
0.8,0.8,2000,4,Bonf,FNR,0.9022881880024737
0.8,0.8,2000,4,Bonf,FDR,0
0.8,0.8,2000,4,None,FNR,0
0.8,0.8,2000,4,None,FDR,0
0.8,0,2000,4,BH,FDR,0.007614213197969543
0.8,0,2000,4,BH,FNR,0.010752688172043012
0.8,0,2000,4,Lfdr,FDR,0.04876580373269115
0.8,0,2000,4,Lfdr,FNR,6.325110689437065e-4
0.8,0,2000,4,adaptBH,FNR,0
0.8,0,2000,4,adaptBH,FDR,0.056682577565632455
0.8,0,2000,4,Bonf,FNR,0.5079063883617964
0.8,0,2000,4,Bonf,FDR,0
0.8,0,2000,4,None,FNR,0.010120177103099304
0.8,0,2000,4,None,FDR,0.010120177103099304
0.8,0.2,2000,4,BH,FDR,0.006357279084551812
0.8,0.2,2000,4,BH,FNR,0.0044585987261146496
0.8,0.2,2000,4,Lfdr,FDR,0.055388320288982544
0.8,0.2,2000,4,Lfdr,FNR,6.369426751592356e-4
0.8,0.2,2000,4,adaptBH,FNR,6.369426751592356e-4
0.8,0.2,2000,4,adaptBH,FDR,0.04678007290400972
0.8,0.2,2000,4,Bonf,FNR,0.4968152866242038
0.8,0.2,2000,4,Bonf,FDR,0
0.8,0.2,2000,4,None,FNR,0.0025477707006369425
0.8,0.2,2000,4,None,FDR,0.0076045627376425855
0.8,0.4,2000,4,BH,FDR,0.04917061611374408
0.8,0.4,2000,4,BH,FNR,0
0.8,0.4,2000,4,Lfdr,FDR,0.10734149054505006
0.8,0.4,2000,4,Lfdr,FNR,0
0.8,0.4,2000,4,adaptBH,FNR,0
0.8,0.4,2000,4,adaptBH,FDR,0.1975
0.8,0.4,2000,4,Bonf,FNR,0.08411214953271028
0.8,0.4,2000,4,Bonf,FDR,0
0.8,0.4,2000,4,None,FNR,0
0.8,0.4,2000,4,None,FDR,0.057545507927187316
0.8,0.6000000000000001,2000,4,BH,FDR,0.005031446540880503
0.8,0.6000000000000001,2000,4,BH,FNR,0
0.8,0.6000000000000001,2000,4,Lfdr,FDR,0.06112759643916914
0.8,0.6000000000000001,2000,4,Lfdr,FNR,0
0.8,0.6000000000000001,2000,4,adaptBH,FNR,0
0.8,0.6000000000000001,2000,4,adaptBH,FDR,0.12354570637119114
0.8,0.6000000000000001,2000,4,Bonf,FNR,0.3331226295828066
0.8,0.6000000000000001,2000,4,Bonf,FDR,0
0.8,0.6000000000000001,2000,4,None,FNR,0
0.8,0.6000000000000001,2000,4,None,FDR,0.00628140703517588
0.8,0.8,2000,4,BH,FDR,0.18584521384928718
0.8,0.8,2000,4,BH,FNR,0
0.8,0.8,2000,4,Lfdr,FDR,0.2005
0.8,0.8,2000,4,Lfdr,FNR,0
0.8,0.8,2000,4,adaptBH,FNR,0
0.8,0.8,2000,4,adaptBH,FDR,0.2005
0.8,0.8,2000,4,Bonf,FNR,0
0.8,0.8,2000,4,Bonf,FDR,0
0.8,0.8,2000,4,None,FNR,0
0.8,0.8,2000,4,None,FDR,0.18708693441789528
